iter	MultiClass
212	0.0255987209
213	0.02557754463
214	0.02549891259
215	0.02545068889
216	0.02526975381
217	0.02516663288
218	0.02514434554
219	0.02504530373
220	0.02495426234
221	0.02489167936
222	0.02474119025
223	0.02469701378
224	0.02461054866
225	0.02451234798
226	0.02443024339
227	0.0243038893
228	0.02424232681
229	0.0242296005
230	0.02415103392
231	0.02403009069
232	0.02387507768
233	0.02372338597
234	0.02362194036
235	0.0235949242
236	0.02351870256
237	0.0234236681
238	0.02330067919
239	0.02326753348
240	0.02322096259
241	0.02318223542
242	0.02311906454
243	0.02304635199
244	0.02290743627
245	0.02281851524
246	0.02271574465
247	0.02259345605
248	0.02252506027
249	0.02244138828
250	0.0224117349
251	0.02240024527
252	0.02229080207
253	0.02220573037
254	0.0221646245
255	0.02211088331
256	0.02200942184
257	0.02192524094
258	0.02191694186
259	0.02185817537
260	0.02173955228
261	0.02166307802
262	0.02153526378
263	0.02145545664
264	0.0214426752
265	0.02144050937
266	0.02138856244
267	0.02133807475
268	0.02120584144
269	0.02107786857
270	0.0210294434
271	0.0209646723
272	0.02088917729
273	0.02085893728
274	0.02077924081
275	0.02075504636
276	0.02069156467
277	0.02062531952
278	0.0205453865
279	0.02045935472
280	0.02041628306
281	0.02033954246
282	0.02026591481
283	0.02018845038
284	0.02014453992
285	0.02008384444
286	0.02000508375
287	0.01986880895
288	0.0197381072
289	0.019700146
290	0.01963573848
291	0.01961226388
292	0.01949021049
293	0.01939653311
294	0.01932011911
295	0.01926859525
296	0.01919671446
297	0.01916029573
298	0.01911454394
299	0.01905043654
300	0.01902445549
301	0.01895435875
302	0.01889711641
303	0.01883151833
304	0.01874079049
305	0.0187089491
306	0.01866791803
307	0.01862289024
308	0.018595028
309	0.01851072539
310	0.01849773157
311	0.018439873
312	0.01835121238
313	0.01829906483
314	0.01825498062
315	0.01818075619
316	0.01811900946
317	0.01809879707
318	0.01808548522
319	0.01801598279
320	0.01796190693
321	0.01791619405
322	0.01784715181
323	0.0178072212
324	0.01779476491
325	0.01773151018
326	0.01771328941
327	0.01767120731
328	0.01760714107
329	0.017575319
330	0.01754533154
331	0.0175120645
332	0.01742566811
333	0.01737070356
334	0.01733712844
335	0.01729560455
336	0.01728342393
337	0.0172597994
338	0.01719363013
339	0.01714748188
340	0.01711541673
341	0.01703570486
342	0.01700215136
343	0.01695004603
344	0.01692556231
345	0.0168991869
346	0.01685127049
347	0.01683996351
348	0.01681710931
349	0.01677436674
350	0.01675539789
351	0.01670253314
352	0.01666105768
353	0.01663712083
354	0.01655856898
355	0.01653246208
356	0.01648366835
357	0.01646188004
358	0.01643000184
359	0.01637035647
360	0.01634146004
361	0.01630211594
362	0.01625836565
363	0.0161946998
364	0.01615778111
365	0.01612698796
366	0.01603982212
367	0.01601181022
368	0.01595131563
369	0.01593424627
370	0.01591654539
371	0.0158743116
372	0.01581992449
373	0.01579615728
374	0.01575202731
375	0.01568504352
376	0.01566496674
377	0.01564360127
378	0.01560497484
379	0.01558249179
380	0.01555225895
381	0.01550874305
382	0.01549262828
383	0.01545888966
384	0.0154299466
385	0.015363113
386	0.01532060274
387	0.01528204667
388	0.01527080514
389	0.01521181282
390	0.01518499967
391	0.01513164678
392	0.01510636908
393	0.01504001559
394	0.01500447659
395	0.01495811962
396	0.01487946262
397	0.01486202421
398	0.0147990336
399	0.01476964487
400	0.01472102277
401	0.0146828198
402	0.01465223007
403	0.01463190326
404	0.01462195479
405	0.01459848679
406	0.01454503946
407	0.01452932981
408	0.01448556855
409	0.0144633265
410	0.01443085252
411	0.01438651559
412	0.0143582887
413	0.01434816635
414	0.01431890643
415	0.01426362774
416	0.01424592801
417	0.01421875089
418	0.01420756827
419	0.01413793564
420	0.01411883995
421	0.01409603181
422	0.01406095574
423	0.01403229368
424	0.01399655446
425	0.01398045851
426	0.01395736658
427	0.01393016659
428	0.01389063378
429	0.01385377391
430	0.01384218185
431	0.01380570478
432	0.01378073893
433	0.01374575134
434	0.01371278339
435	0.01368951479
436	0.0136528378
437	0.01364181349
438	0.01361217208
439	0.01360252479
440	0.0135928048
441	0.01355736908
442	0.01353451979
443	0.01351380095
444	0.013490803
445	0.01347351177
446	0.01346447021
447	0.01344043416
448	0.01342578454
449	0.0133988133
450	0.01336386494
451	0.01331686239
452	0.01330561014
453	0.01328053313
454	0.01324973427
455	0.01320924483
456	0.01319612722
457	0.01317861657
458	0.0131373011
459	0.01311393213
460	0.01309668312
461	0.01308246606
462	0.01307035441
463	0.01305923641
464	0.01303322903
465	0.01297900226
466	0.01297040657
467	0.01294123477
468	0.01293128627
469	0.01289458769
470	0.01287998569
471	0.01285320359
472	0.01281413367
473	0.01277977443
474	0.01277363003
475	0.01276889185
476	0.01275855593
477	0.01274032705
478	0.01272078278
479	0.01269635387
480	0.0126790011
481	0.01265978706
482	0.012639082
483	0.01261396365
484	0.01260320869
485	0.01257587712
486	0.01255490471
487	0.01252031956
488	0.01249410622
489	0.0124693334
490	0.01243966847
491	0.01242265258
492	0.01241379814
493	0.01238552633
494	0.01235647566
495	0.01232746136
496	0.0123065393
497	0.01226454173
498	0.01223196012
499	0.0121934293
500	0.01216942908
501	0.01215461017
502	0.01210084274
503	0.0120800547
504	0.01207051635
505	0.0120495048
506	0.01204124167
507	0.01201480908
508	0.0119808015
509	0.0119527265
510	0.01194072016
511	0.01193227543
512	0.01191762156
513	0.01189468631
514	0.01188572695
515	0.01186989949
516	0.01185194593
517	0.01183661922
518	0.01181351172
519	0.01179937391
520	0.01178909188
521	0.01176508484
522	0.01173697897
523	0.01170600188
524	0.01166626934
525	0.01164507593
526	0.01162443979
527	0.01161201068
528	0.01160725355
529	0.01159424905
530	0.01158383395
531	0.01156242221
532	0.01153639794
533	0.01153054913
534	0.01151752986
535	0.0114937319
536	0.01147991878
537	0.01147286099
538	0.01146195923
539	0.01141147001
540	0.01140314335
541	0.01138588896
542	0.01138200636
543	0.01136118708
544	0.01133910978
545	0.01133042468
546	0.01131533972
547	0.01129251635
548	0.01126407888
549	0.01123674768
550	0.011219736
551	0.01120432854
552	0.01119077348
553	0.011183166
554	0.0111593193
555	0.01113960539
556	0.0111229053
557	0.01110330484
558	0.0110707564
559	0.01106845928
560	0.01104598845
561	0.01104266632
562	0.01101895177
563	0.0109817275
564	0.01096643471
565	0.01096000956
566	0.0109328805
567	0.01090221005
568	0.01088432944
569	0.01086154
570	0.01084969785
571	0.01083064393
572	0.0108173899
573	0.01079274007
574	0.01078835915
575	0.01077081753
576	0.01076147998
577	0.01075680466
578	0.01073928079
579	0.0107339107
580	0.01071274428
581	0.01069396767
582	0.01067997982
583	0.01067511813
584	0.01066237354
585	0.01065121306
586	0.01062552372
587	0.01060348459
588	0.01059093882
589	0.01057470807
590	0.01055778225
591	0.01054707292
592	0.01053002181
593	0.01050238687
594	0.0104689504
595	0.01045789527
596	0.01045140209
597	0.01043906013
598	0.01040897126
599	0.0103901251
600	0.01037312393
601	0.01035584048
602	0.01035093755
603	0.01033723702
604	0.01032158392
605	0.01029865415
606	0.01029195759
607	0.01026997102
608	0.01025157587
609	0.01024093649
610	0.0102137212
611	0.0102014338
612	0.01018543658
613	0.010162946
614	0.01012105274
615	0.01011758866
616	0.0101123193
617	0.01009425419
618	0.01008345144
619	0.01006370306
620	0.01004874286
621	0.01003281821
622	0.0100152624
623	0.01000354309
624	0.009990042545
625	0.009975116374
626	0.009966184426
627	0.009955091675
628	0.009930545335
629	0.009920217797
630	0.009913008244
631	0.009892598069
632	0.00988044323
633	0.009855520621
634	0.009835972006
635	0.009820354251
636	0.009802937276
637	0.009784242702
638	0.009759020829
639	0.00975046741
640	0.009737085278
641	0.009724207902
642	0.009719202618
643	0.00971647586
644	0.009699849165
645	0.009687848162
646	0.009684538288
647	0.009681046246
648	0.009669920563
649	0.009656956974
650	0.009644055996
651	0.00964113634
652	0.009634461327
653	0.00961663655
654	0.009594582309
655	0.00956912767
656	0.009553284795
657	0.009527089608
658	0.009509941054
659	0.009505200501
660	0.009493832512
661	0.009483209567
662	0.009462399645
663	0.00944318466
664	0.009436820086
665	0.009419007134
666	0.009408338391
667	0.009383333551
668	0.009371402631
669	0.009367812591
670	0.009351232632
671	0.009343677254
672	0.009339152204
673	0.009331386497
674	0.009320711932
675	0.009312463738
676	0.009290154631
677	0.009266617906
678	0.009254320467
679	0.009246884792
680	0.009230181888
681	0.009210940499
682	0.009200594335
683	0.009153549198
684	0.009144394014
685	0.00913215985
686	0.009121647535
687	0.00911073627
688	0.00908836761
689	0.009071831114
690	0.009063080894
691	0.009057735187
692	0.009049039151
693	0.009044687493
694	0.009035549134
695	0.00902357792
696	0.009013585443
697	0.009004312926
698	0.008981712649
699	0.008976886437
700	0.008969242331
701	0.00896413718
702	0.008951509126
703	0.008936261138
704	0.0089325656
705	0.008925374553
706	0.008918418772
707	0.008905984904
708	0.008896902579
709	0.008886061411
710	0.00888038355
711	0.008870076587
712	0.008867212404
713	0.008858455768
714	0.008855402222
715	0.008839830428
716	0.008822295912
717	0.008798812295
718	0.008776997856
719	0.008756156621
720	0.008744356842
721	0.008734633343
722	0.00872961104
723	0.008726364365
724	0.008715413725
725	0.008707836499
726	0.008702418344
727	0.008692349311
728	0.008679569684
729	0.0086732521
730	0.008665357409
731	0.008643084925
732	0.008629822909
733	0.008617417406
734	0.00860741456
735	0.008599530939
736	0.008585073763
737	0.008576099183
738	0.008572497084
739	0.008568344807
740	0.008546933454
741	0.008533662716
742	0.00852238346
743	0.008516353441
744	0.008503024045
745	0.008493283806
746	0.008478753975
747	0.008466435169
748	0.008460861208
749	0.008448849817
750	0.00843913007
751	0.008434562378
752	0.008426316738
753	0.008422024006
754	0.008402864279
755	0.008397321635
756	0.008395218164
757	0.008393037162
758	0.008385010985
759	0.00837336776
760	0.008357396397
761	0.008354238456
762	0.00833365055
763	0.008320606938
764	0.008315188296
765	0.008307974722
766	0.008299640421
767	0.008285286638
768	0.008279564432
769	0.008261238388
770	0.00823646985
771	0.00822291334
772	0.00821008253
773	0.008201640012
774	0.008190471728
775	0.00818492348
776	0.008180174668
777	0.008167093783
778	0.0081579442
779	0.008156419654
780	0.008143223759
781	0.008135529785
782	0.008131869076
783	0.008112347968
784	0.008104112846
785	0.008096249254
786	0.008089556057
787	0.008081121583
788	0.008077193228
789	0.008061335854
790	0.008051477231
791	0.008040287263
792	0.008030957791
793	0.008024208214
794	0.008010279148
795	0.008002380243
796	0.007997172377
797	0.00799494117
798	0.007981278072
799	0.007977231896
800	0.007964635676
801	0.007946124642
802	0.007939670206
803	0.007934558338
804	0.007927823758
805	0.007922703148
806	0.007920416043
807	0.007915205717
808	0.007904027683
809	0.007900469151
810	0.007899297235
811	0.00789612318
812	0.007888095531
813	0.007878704163
814	0.007874185006
815	0.007872551838
816	0.00787003951
817	0.007862015946
818	0.007861166243
819	0.00785046427
820	0.007848417374
821	0.007839815243
822	0.007831820926
823	0.00782929035
824	0.007812616503
825	0.007810605438
826	0.007804807249
827	0.007793755369
828	0.00777496424
829	0.007761654405
830	0.007752330622
831	0.007749025624
832	0.007739666192
833	0.007731026519
834	0.007704143708
835	0.007694451158
836	0.007689259516
837	0.00768395517
838	0.007670268069
839	0.007664656451
840	0.007662467117
841	0.007652319517
842	0.00764903845
843	0.007647763805
844	0.007646911982
845	0.007645323381
846	0.007634183205
847	0.00762993249
848	0.007628356933
849	0.007620908462
850	0.007612329193
851	0.007604823738
852	0.007592722894
853	0.007571952949
854	0.00756796168
855	0.00755969883
856	0.007550037452
857	0.007543257332
858	0.007522262219
859	0.007514156546
860	0.007504853357
861	0.007500666575
862	0.00749900111
863	0.007490043277
864	0.007478490988
865	0.007473617302
866	0.007465088321
867	0.007458911227
868	0.007443338905
869	0.007438335754
870	0.007425232258
871	0.007407556316
872	0.007403599892
873	0.007387463826
874	0.007376832706
875	0.0073634741
876	0.007342923102
877	0.0073316409
878	0.007322154049
879	0.007303789671
880	0.007288886351
881	0.007281144391
882	0.007279790182
883	0.007264125523
884	0.007250984294
885	0.007249558175
886	0.007239304437
887	0.007227615642
888	0.007226307995
889	0.007218545027
890	0.007216600283
891	0.007209040616
892	0.007206363785
893	0.00718927677
894	0.007183398217
895	0.007174133848
896	0.00716740945
897	0.007155397295
898	0.007152512547
899	0.007143370814
900	0.007136074659
901	0.007125521589
902	0.007116818683
903	0.007099093354
904	0.007092476791
905	0.007085160321
906	0.007079794031
907	0.007074187817
908	0.007069570259
909	0.00705847352
910	0.007051726601
911	0.007038105933
912	0.007031240255
913	0.007025469037
914	0.007015148703
915	0.007010290131
916	0.007003002414
917	0.006991537338
918	0.006984859313
919	0.006980574033
920	0.00697879669
921	0.006975746829
922	0.006968028689
923	0.006965322942
924	0.00696367553
925	0.006953772375
926	0.006944167161
927	0.006941191718
928	0.006931334553
929	0.006921787971
930	0.006911569552
931	0.006905641654
932	0.006902859265
933	0.006898458735
934	0.006893877857
935	0.006887879602
936	0.00687932943
937	0.006878077797
938	0.006876917384
939	0.006874479094
940	0.006867363998
941	0.006863601934
942	0.006855603043
943	0.006847901941
944	0.006840786213
945	0.006832502615
946	0.006824356229
947	0.006820341695
948	0.006819706893
949	0.006813038284
950	0.006808362112
951	0.006802374708
952	0.006801316354
953	0.006788246549
954	0.006777233586
955	0.006769859997
956	0.006761943801
957	0.006758710461
958	0.006757568541
959	0.006752000232
960	0.006749571674
961	0.006743043718
962	0.006737050955
963	0.006735446736
964	0.006728080645
965	0.006714969027
966	0.006710433597
967	0.006705073576
968	0.006699997897
969	0.006696202076
970	0.006688370125
971	0.006680167371
972	0.006679443705
973	0.006673911971
974	0.006668173856
975	0.00666696525
976	0.006662322637
977	0.006657423905
978	0.006648178499
979	0.006639535743
980	0.006629798401
981	0.006624974297
982	0.006623178934
983	0.006617953406
984	0.006609233342
985	0.006606347578
986	0.006604890779
987	0.006601649991
988	0.006594762936
989	0.006586991801
990	0.006580954449
991	0.006572630059
992	0.0065685989
993	0.006566136107
994	0.00656404776
995	0.006563209911
996	0.006560226337
997	0.006553761869
998	0.006552554931
999	0.006549973408
